Route ID;Step ID;Town A;Town B;Distance;Driver name
147215;21;LA CROIX HELLEAN;JOSSELIN;2.951;Oksana GARCIA
11887;9;LA CHAPELLE DU BARD;ST BERON;34.354;Roman BAUER
171147;2;BLAIRVILLE;HAMELINCOURT;7.407;Aleksandra KLEIN
110286;7;CHAMPAGNE LES MARAIS;ST JACQUES DE THOUARS;95.445;Elisabeth IVANOV
110432;1;NEUNKIRCHEN LES BOUZONVILLE;COLMEN;1.943;Marina THOMAS
73598;15;OYE ET PALLET;SAULNOT;82.914;Marta RUIZ
73520;4;VALRAS PLAGE;SERIGNAN;2.758;Andrea KRAVCHENKO
74793;23;ST GEORGES DE NOISNE;ST MAIXENT L ECOLE;7.883;Christine SMIRNOVA
230224;20;HUPARLAC;LEOJAC;130.254;Daniel BAUER
132726;15;SEVERAC D AVEYRON;CELOUX;92.83;Aleksandra GARCIA
97240;10;LE CHATEAU D OLERON;BEAUGEAY;16.187;Olga NAVARRO
134664;11;ST SORLIN EN VALLOIRE;LABATIE D ANDAURE;45.494;Aleksandra ZIMMERMANN
26746;19;TERRES DE DRUANCE;EPINAY SUR ODON;16.663;Martin KOCH
25421;23;MAREAU AUX BOIS;BRICONVILLE;75.351;Petra SANCHEZ
3515;8;VALMEINIER;NEVACHE;13.951;Mária GOMEZ
273443;38;MURET LE CHATEAU;RODELLE;4.323;Evgeniy WAGNER
65782;4;BALEYSSAGUES;CUNEGES;20.854;Claude KRAVCHENKO
12576;1;L AIGUILLON LA PRESQU ILE;ESNANDES;13.712;Christian WILSON
131135;10;ROUGON;MAJASTRES;14.317;Vasylyi COSTA
162865;10;BURCIN;RIVES SUR FURE;8.669;Laura TÓTH
124663;7;USCLAS DU BOSC;ST MICHEL;12.519;Michel ZIMMERMANN
132695;26;VILLETHIERRY;LIXY;3.568;Patrick ROBERTS
242165;14;BERNAY;BEAUMONT LE ROGER;12.58;Robert POPOVA
72174;28;LA MOUCHE;CHAMPEAUX;14.059;Elisabeth MARTIN
120519;12;CORANCY;GIEN SUR CURE;10.82;Jean BECKER
152867;12;MONFORT;STE ANNE;12.562;Angela SCHULZ
143408;25;SERON;SAUBOLE;2.148;Francesco JOHANSSON
19164;10;CHEVILLE;ST SATURNIN;31.938;Vladymyr THOMAS
240441;12;VONGES;TINTRY;79.366;Alina SCHULZ
52882;17;ST PARDOUX D ARNET;MONTFERMY;36.635;Evgeniy SMIRNOVA
1754;8;SISSY;RENANSART;8.855;Piotr ROSSI
184503;7;TREGUIDEL;LA MEAUGON;12.806;Daniel GONZALEZ
31922;32;TREMOINS;ONANS;10.413;Andrei HUBER
22370;27;OMMERAY;MONCOURT;3.408;Marta FERNANDEZ
228818;29;FRETERIVE;CHAMOUSSET;3.075;Peter JOHNSON
69665;16;MAS DES COURS;RUSTIQUES;10.546;Martin ROMERO
201899;2;ARDENGOST;HERRAN;38.726;David SCHULZ
287297;26;LONGCHAMP;VIMENIL;8.502;Monika VOLKOVA
201138;21;NEUVILLE SUR AUTHOU;BLAINVILLE CREVON;58.526;Sergey HOFFMANN
297359;22;ST PALAIS DE PHIOLIN;ANGLADE;34.082;Tatyana DIAZ
279099;10;GEAY;NACHAMPS;20.457;Francesco JONES
225012;16;QUILLAN;CAILLA;8.493;Alexander ALVAREZ
173528;26;MADAILLAN;PONT DU CASSE;8.817;Martin ROSSI
233404;12;VINEUIL;BLAUDEIX;160.026;Piotr KUZNETSOV
294308;21;FAUCH;BABEAU BOULDOUX;67.872;Jean PEREZ
272664;12;CERDON;BOYEUX ST JEROME;4.12;Svetlana SIMON
30600;32;CHANTERELLE;BRENAT;41.831;Angela SCHULZ
127778;11;DOLLON;REQUEIL;42.8;Laura MARTINEZ
266525;22;MAXILLY SUR LEMAN;LUGRIN;3.14;Paul SHEVCHENKO
162583;24;ST MARTIN DE VILLEREAL;SOTURAC;22.281;Christian SCHÄFER
64939;43;TREILLES EN GATINAIS;EGRY;16.871;Juan COSTA
204438;12;JARNAC;CRITEUIL LA MAGDELEINE;17.056;Antonio MILLER
166131;3;LE BOIS HELLAIN;ST LAURENT DE BREVEDENT;29.929;Andrea ROSSI
231785;14;BOURESSE;LEIGNES SUR FONTAINE;22.088;Rosa COSTA
297605;2;ST JOUAN DES GUERETS;NOYAL SOUS BAZOUGES;32.622;Christian MORENO
196260;13;MERVENT;LES LANDES GENUSSON;56.327;John BONDARENKO
158200;12;LA FOUILLADE;PUYLAGARDE;17.96;Mariya SANCHEZ
280919;15;LE PLESSIS DORIN;ST ULPHACE;7.727;Tomasz JONES
35183;17;MONTAGNIEU;PREMILLIEU;11.557;Mariya MARIN
34738;12;LOIRE;MAZE MILON;54.46;Mária PETROV
286926;21;LE MONT ST MICHEL;SACEY;14.624;Josef MARTINEZ
193395;8;QUIBOU;CARANTILLY;2.805;Eva ROBERTS
256340;9;ST LANGIS LES MORTAGNE;AILLIERES BEAUVOIR;19.802;Anton NOWAK
14718;18;SAIX;ROIFFE;3.896;Tomasz MAGOMEDOV
95017;13;BAVAY;FERRIERE LA GRANDE;14.415;Wolfgang WILSON
107078;9;BARCELONNETTE;ENCHASTRAYES;4.991;Elena PAVLOVA
109106;16;BARZY EN THIERACHE;BOUE;4.007;Igor KUZNETSOVA
27849;11;MAULEVRIER;NUAILLE;7.541;Peter MORENO
74649;21;ST GEORGES DE LONGUEPIERRE;CHERMIGNAC;44.586;Tatiana EVANS
19174;24;NARBIEF;NOEL CERNEUX;3.836;Lyubov WOLF
297199;1;LES PORTES EN RE;LOIX;4.904;Michel NOVIKOVA
138384;23;POUYASTRUC;CASTERA LANUSSE;14.448;Francisco NOVIKOVA
63516;11;CHOREY LES BEAUNE;ROUGNAT;212.574;Mária NOWAK
253431;13;ST JEAN DE GALAURE;COLOMBIER LE VIEUX;22.207;Klaus LOPEZ
295469;35;LANDUDAL;ILE TUDY;26.392;Nykolai PEREIRA
244811;5;CRETS EN BELLEDONNE;MYANS;18.225;Paul MÜLLER
133265;6;ST EPVRE;HANNONVILLE SUZEMONT;45.818;Ana HOFFMANN
155601;3;SAGY;BRUAILLES;5.046;Giuseppe MARIN
55162;11;PEYROUSE;LOURDES;3.12;Monika TAYLOR
212296;19;BERGERES;BAROVILLE;5.256;Tatiana KARLSSON
223571;14;RY;MAROMME;22.015;Anne SANCHEZ
227902;27;LA CHAPELLE SUR LOIRE;BEAUMONT EN VERON;6.689;Sandra JENSEN
166126;18;ST YORRE;ST POLGUES;43.382;Jose NIELSEN
166241;14;PADOUX;DOMPIERRE;4.139;Nikolay ANDERSSON
96405;13;THUILLIERES;DOMREMY LANDEVILLE;60.857;Mikhail TÓTH
87524;21;ALMENECHES;LA PALLU;37.9;Igor SILVA
202443;8;FARGES LES CHALON;CHAMPAGNE EN VALROMEY;121.304;Andrey TAYLOR
235516;20;PICHANGES;POISEUL LES SAULX;18.95;Andrei MILLER
120307;4;MARENNES HIERS BROUAGE;ST JEAN D ANGLE;8.009;Alexander SCHNEIDER
8830;2;GERTWILLER;NIDERHOFF;42.023;Denis RUSSO
44054;22;POMPIGNAN;LE PUECH;49.076;Klaus JONES
23962;14;FAUCON;ST SAUVEUR GOUVERNET;20.541;Jan PETROVA
24547;28;BOUXIERES AUX DAMES;BASLIEUX;81.446;Lyubov SIMON
210123;5;GERMINON;MACEY;67.522;Nykolai MEYER
206976;18;SENARENS;LARCAN;28.71;Jan IVANOVA
34585;14;VILLEMOMBLE;LES LILAS;6.528;Nikolay BAUER
156584;23;CHAMBORNAY LES BELLEVAUX;VANDELANS;4.408;Marta POPOVA
50452;16;ST AGNANT;ROCHEFORT;8.507;Yvan WOLF
105712;11;LA VICOGNE;DOULLENS;11.139;Ana SILVA
18904;39;GALFINGUE;MURBACH;24.534;Alexander SOKOLOVA
274708;13;FOX AMPHOUX;AUPS;9.609;Yvan PEREZ
127207;20;LACQ;NOGUERES;5.747;Pavel THOMAS
96860;30;VOLKSBERG;BUTTEN;5.223;Martin HERNANDEZ
226350;2;BAZOGES EN PAILLERS;BEAUREPAIRE;3.711;Lyubov MARTINEZ
123094;36;CEFFONDS;MARGERIE HANCOURT;19.456;Irina POPOVA
218800;25;GAREIN;LUGLON;7.161;Vasylyi TORRES
2695;11;ST MAURICE LES BROUSSES;L EGLISE AUX BOIS;43.417;Natalya RUIZ
284375;16;ST LAURENT SUR GORRE;STE MARIE DE VAUX;11.76;Lyubov GOMEZ
104806;3;BACONNES;COMBLES EN BARROIS;73.5;Anne HERNANDEZ
132766;32;STE HONORINE LA CHARDONNE;BESLON;50.036;Maryia MILLER
125169;28;CAUDROT;BRANNENS;7.019;Aleksandr MÜLLER
163175;23;SAIZENAY;PESSANS;12.132;Oksana ROBERTS
138148;2;HAUTS DE BIENNE;MORBIER;5.028;Jean MARIN
248130;23;MONGAUZY;COIRAC;20.292;Tomasz MOROZOVA
174555;12;CARLING;DIESEN;1.797;Marie MOROZOVA
65361;7;AMBLEVILLE;CROTH;40.971;Vasylyi PAVLOVA
193688;21;BOISSIERES;MILHAUD;6.693;Michel MILLER
14908;15;ST PAUL LE FROID;LA COUVERTOIRADE;98.485;Andrey SOKOLOVA
120862;28;BARISEY AU PLAIN;LAVINCOURT;53.984;Mikhail SMIRNOV
229998;21;BOURGNEUF;ST DENIS D OLERON;32.458;Valentina GUTIERREZ
99193;12;HAIGNEVILLE;ORMES ET VILLE;9.93;Irina THOMAS
183550;9;LA CHAPELLE SOUS DUN;CHANAY;116.959;Giuseppe SANCHEZ
63066;7;BILLIO;ST CARREUC;60.183;Anne SCHMIDT
15842;19;BAGNIZEAU;DOEUIL SUR LE MIGNON;30.735;Michel FISCHER
201151;13;STE MARIE;CHAUDES AIGUES;10.351;Vladimir BONDARENKO
262237;7;PAGNY SUR MOSELLE;ESSEY ET MAIZERAIS;17.351;Francisco WILSON
163810;34;ROUFFIAC;SOUILHE;58.55;Tatiana FERREIRA
200801;24;BAFFIE;ST ROMAIN;5.506;Tomasz BROWN
231053;19;ST LYE;PAYNS;3.913;Vera MORENO
194282;15;MORTHOMIERS;CHATEAUROUX;51.482;Francesco ALONSO
280722;8;GALIE;SIRADAN;3.016;Olga ALVAREZ
114984;4;LES BILLAUX;NEAC;5.609;Nykolai KUZNETSOV
166892;7;ALES;MEJANNES LES ALES;5.626;Nykolai POPOV
134623;2;ST ANDRE DE LIDON;BOUGNEAU;19.637;Mario VARGA
158172;25;BENON;PERIGNY;22.903;Michel PETROV
68116;24;OLBY;ST OURS;10.961;Mariya JIMENEZ
197875;7;ROTHERENS;NANGY;76.667;Jean PAVLOVA
15525;3;LUNERAY;ROYVILLE;5.479;Laura FERREIRA
11813;1;MIEUXCE;RAVIGNY;5.978;Laura SIMON
254243;5;SAZERET;CHAPPES;4.419;Lyubov JOHANSSON
144678;7;CAZAUGITAT;DOULEZON;8.644;Rosa SCHNEIDER
58714;15;DAMBENOIT LES COLOMBE;L ISLE SUR LE DOUBS;36.87;Monika MÜLLER
64123;35;SAVIGNY LE SEC;LAJOUX;137.352;Jan ROSSI
13352;4;HAMEL;HONNECOURT SUR ESCAUT;29.253;Jean PETROVA
133906;27;ST MAURICE DES CHAMPS;BUXY;11.989;Wolfgang MUÑOZ
184449;10;VILLEMADE;ANDILLAC;49.0;Nykolai HANSEN
72908;24;LURCY;BUELLAS;32.629;Wolfgang TORRES
279995;14;CHAMPDOR CORCELLES;CHAUMONT;27.634;Jose SOKOLOVA
224125;36;PLASSAC ROUFFIAC;ANAIS;29.063;Francisco JOHANSSON
158724;18;COMMENTRY;VIRLET;14.333;Lyubov MEYER
245467;2;VENERE;BONBOILLON;2.422;Andrea ALVAREZ
69172;7;PIETRICAGGIO;LES MAYONS;269.24;Aleksandra RUIZ
201646;15;LA GRANGE;BLUSSANGEAUX;17.198;Giuseppe POPOV
84640;19;CHASSAIGNES;LES LECHES;32.214;Vasylyi TÓTH
30519;3;WEISLINGEN;ST LOUIS LES BITCHE;10.578;Marta SMITH
210350;19;VIGNELY;EVE;18.941;Valentina SCHULZ
175279;8;LE POUGET;CLERMONT L HERAULT;9.56;Michel KARLSSON
296071;17;LE CAYROL;ARZENC D APCHER;38.779;Maria RUSSO
175572;27;GRAVELOTTE;BACOURT;34.51;Angela DAVIES
290698;18;ORSONVILLE;LEVES;26.394;Werner SILVA
245488;16;LE GREZ;SOULGE SUR OUETTE;33.075;Manfred PEREIRA
95147;22;BATTEXEY;FRENELLE LA GRANDE;7.866;Valentyna ROMERO
223123;5;ST SILVAIN BELLEGARDE;ST DOMET;9.455;Peter ZIMMERMANN
5966;15;AMIRAT;COLLONGUES;4.095;Nikolay POPOVA
3600;8;TAILLADES;MAUBEC;3.62;Andrea LOPEZ
90148;10;ALLONVILLE;THIEULOY ST ANTOINE;45.321;Brigitte BECKER
240147;11;ST JULIEN;VINON SUR VERDON;8.972;Elisabeth ANDERSSON
243780;43;DUINGT;QUEIGE;24.398;Andrey GARCIA
131348;15;ST MARCEL DE FELINES;ST VINCENT DE BOISSET;17.33;Roman RUIZ
144790;2;CHOLET;CROIX CHAPEAU;105.328;Christine IVANOV
244621;18;MOUZIEYS TEULET;TEILLET;6.981;Paul GOMEZ
2532;3;IROULEGUY;ORTHEVIELLE;43.731;Tomasz NAGY
245918;8;COUR SUR LOIRE;CHEVERNY;20.315;Barbara NAGY
81612;3;REGADES;CLARAC;10.696;Juan WILLIAMS
29670;10;ST PIERRE DE BAT;GUILLOS;27.07;Mária PETROV
10579;18;FOUGERE;LES PINEAUX;8.232;Alexander NAGY
248771;6;BARNEVILLE LA BERTRAN;ROGERVILLE;11.915;Sergey FERRARI
133177;4;LA CROIX DU PERCHE;CHAPELLE ROYALE;14.205;Paul PETROV
277814;15;ESPEYRAC;SENERGUES;4.738;Mária VARGA
5742;22;MARANGE SILVANGE;MAIZIERES LES METZ;3.248;Alexander PEREIRA
167360;9;LHUIS;CLONAS SUR VAREZE;68.556;Giovanni BECKER
129330;29;THEUS;ROUBION;78.418;Klaus POPOV
231023;12;LA VALLEE;ST HIPPOLYTE;5.579;Andrei PAVLOVA
47613;7;HILSENHEIM;BLIENSCHWILLER;12.903;Francesco WILLIAMS
89103;12;VILLARS LES DOMBES;ST SULPICE;36.517;Giuseppe MARIN
141746;17;BOCQUEGNEY;FOMEREY;2.525;Marta EVANS
239035;20;MANHAC;PONT DE SALARS;18.509;Jan TAYLOR
12238;29;BLAIGNAN PRIGNAC;MORTAGNE SUR GIRONDE;19.234;Pavel SANTOS
254805;2;OZEVILLE;ST MARCOUF;4.911;Aleksandr IVANOV
238641;11;ST MARTIN DE LERM;SOUSSAC;10.671;Olha PETROVA
30947;26;MONTIGNY;ANDONVILLE;19.588;Paul PEREZ
273269;7;MITTLACH;WILDENSTEIN;4.176;Vasylyi SMIRNOVA
152320;40;ST ETIENNE CANTALES;ST GERONS;3.224;Ana NOWAK
283892;6;ROUVROIS SUR OTHAIN;LEZEVILLE;108.226;Vladymyr KLEIN
124368;2;PERS;CHASSIECQ;38.617;Laura JOHANSSON
105468;8;ST SEURIN DE BOURG;VILLENEUVE;5.643;Claude ALONSO
253328;6;THIEBLEMONT FAREMONT;PLICHANCOURT;6.822;Monika BONDARENKO
294180;5;ST JOUIN;NOTRE DAME DE LIVAYE;11.853;Maksim SMIRNOVA
144690;2;RECHICOURT LA PETITE;PALANTE;117.249;Natalya SMIRNOVA
270215;17;ST SULPICE DE GUILLERAGUES;CIVRAC SUR DORDOGNE;24.408;Maryia SILVA
284019;10;SILLY LA POTERIE;MARIZY STE GENEVIEVE;3.934;Oksana ROSSI
20125;27;ST JEAN DE CORNIES;ST CLEMENT DE RIVIERE;14.443;Pavel SANTOS
135097;31;CRUPIES;ST PAUL TROIS CHATEAUX;40.675;Anna NIELSEN
130068;8;BURGARONNE;SALIES DE BEARN;5.676;Daniel WAGNER
62836;13;LE GUE D ALLERE;LA DEVISE;19.156;Jose ZIMMERMANN
258502;25;MECHMONT;PRENDEIGNES;50.315;Mariya RUSSO
226598;2;CHAUVIREY LE VIEIL;CHALINDREY;23.586;Ekaterina SMIRNOVA
255658;16;GY LES NONAINS;CHATEAU RENARD;5.682;Michel ROMERO
129165;8;DURTOL;AULNAT;9.367;Vladymyr KOCH
73208;3;STE BAZEILLE;JUILLAC;31.827;Aleksandr KOVALENKO
114137;33;PROUPIARY;SEPX;2.549;Ivan BAUER
208811;27;ST LEGER LES MELEZES;ANCELLE;3.373;Jose BRAUN
249123;16;BUZET SUR BAISE;NERAC;13.927;Martin HUBER
27665;17;ST JURE;MAINVILLERS;24.261;Maryia BONDARENKO
29454;4;BESNEVILLE;MONTHUCHON;35.429;Evgeniy TAYLOR
196439;13;VILLIERS EN DESOEUVRE;MONTREUIL SUR BRECHE;84.46;Richard MAGOMEDOV
180856;2;NACHAMPS;ST BONNET SUR GIRONDE;75.8;Nadezhda EVANS
132123;3;ST SAUVEUR EN PUISAYE;THURY;9.102;Marie HANSEN
209671;21;AUBERVILLE;FONTAINE LA MALLET;28.116;Mariya JONES
236986;5;BEAUCOURT;MONT LE VERNOIS;65.937;Irina BRAUN
158413;24;ROUGEMONT LE CHATEAU;KIRCHBERG;4.651;Yuliya PAVLOVA
165159;2;OUVEILLAN;MONTOULIERS;6.965;Angela GARCIA
128295;16;JU BELLOC;LARREULE;14.977;Andreas RODRIGUEZ
169943;4;GALEZ;LECUSSAN;7.8;Anton DAVIES
207823;16;COURS DE MONSEGUR;THENAC;20.826;Sergey PAVLOVA
266898;17;ST SULPICE DE ROYAN;VERGEROUX;33.453;Elena KUZNETSOV
201122;22;MONCAUP;SOUES;32.854;Lyubov FISCHER
131177;5;MEZIERES SUR OISE;LAFFAUX;38.235;Daniel FERNANDEZ
79572;5;SEMOUSIES;FONTENELLE;17.19;Angela FERNANDEZ
148711;9;HECHES;MOUSTAJON;27.218;Denis MORENO
8147;9;ABBECOURT;MANICAMP;3.871;Thomas JENSEN
76087;21;MONTRABE;ST PIERRE;9.077;Nykolai HERNANDEZ
215167;27;FORGES DE LANOUEE;COURNON;46.292;Tatyana BAUER
7919;8;OHIS;HIRSON;7.183;Brigitte COSTA
264591;13;PONTS;FONTENAY LE MARMION;83.647;Natalya JENSEN
127548;10;LES ANGLES;ROCHEFORT DU GARD;6.894;Aleksandra SCHNEIDER
95690;21;BOISSY SOUS ST YON;FONTENAY AUX ROSES;27.216;Barbara KOCH
32523;2;SOUGERES EN PUISAYE;ST ROMAIN;119.256;Claude SMITH
290616;14;ST ROMAIN LA MOTTE;LA GRESLE;21.694;Andrea HOFFMANN
178442;7;REGNEVILLE SUR MER;MONTMARTIN SUR MER;2.815;Barbara VOLKOVA
14650;3;VILLOGNON;MARCILLAC LANVILLE;7.034;Thomas ROBERTS
179336;8;LE TUZAN;LOUCHATS;7.437;Elisabeth MEYER
218598;5;MOUCHARD;CRAMANS;3.305;Lyubov SMIRNOV
111067;2;VILLAROGER;LANDRY;8.373;Claude FERRARI
26182;4;CHERAUTE;ESQUIULE;9.348;Martin SMIRNOV
118326;11;EXIREUIL;LAGEON;31.261;Ekaterina LOPEZ
218962;7;TREMILLY;STE COLOMBE SUR SEINE;60.523;Klaus SIMON
212510;6;SARCEAUX;ARGENTAN;2.415;Tatyana BAUER
13526;35;VARENNES VAUZELLES;LUGNY BOURBONNAIS;35.368;Vera SCHULZ
189497;11;ST VIVIEN DE MONSEGUR;SEYCHES;15.767;Maria KOCH
79791;28;PIROU;LA HAYE;13.734;Thomas TÓTH
115360;5;ST THUAL;ST DOMINEUC;5.386;Werner NOWAK
136214;23;BASTENNES;DONZACQ;2.536;Lyubov KRAVCHENKO
70069;17;CERE;GELOUX;7.671;Aleksandra GARCIA
246997;23;MEHARIN;AINHOA;27.354;Manfred MEYER
181830;2;TALAIS;ST VIVIEN DE MEDOC;4.009;Anne BECKER
227002;12;ESSOUVERT;BUSSAC SUR CHARENTE;24.137;Antonio MARIN
203497;26;AUJAC;MOSNAC;381.38;Jose NOWAK
255839;13;LA BREILLE LES PINS;LA CHAUSSEE ST VICTOR;100.091;Marta RAMOS
124477;17;ST DIDIER SOUS AUBENAS;JOUDES;219.305;Giuseppe KLEIN
257984;5;OZEVILLE;QUINEVILLE;2.702;Yuliya FISCHER
252885;9;REDORTIERS;REVEST DU BION;5.913;Vasylyi ROMERO
199205;22;BONCE;FRESNAY LE COMTE;2.889;Thomas WILLIAMS
270731;22;MEYSSIEZ;VALS LE CHASTEL;121.805;Tatiana SCHNEIDER
121648;25;CHENE SEC;ALIEZE;32.111;Klaus MUÑOZ
243808;29;CHATELUS;ST AREY;33.694;Andreas BONDARENKO
99346;9;LARGENTIERE;VINEZAC;2.882;Dmitriy POPOVA
28717;1;NIEDERHAUSBERGEN;FARINCOURT;182.296;Ana VOLKOVA
58392;9;PEROUSE;L ETOILE;145.304;Anne SCHNEIDER
76393;23;SAMONAC;ST TROJAN;2.2;Patrick ALONSO
65255;13;LAQUENEXY;HELSTROFF;14.679;Vera TAYLOR
167184;1;DROSAY;HAUTOT L AUVRAY;3.25;Valentyna SMIRNOVA
75101;8;TREMONZEY;PAGNOZ;114.477;Darya PAVLOVA
31262;20;BONNEUIL MATOURS;LA FERRIERE AIROUX;42.32;Michel VOLKOVA
7035;31;ST TRIMOEL;PLEVEN;19.552;Mariya PAVLOVA
63125;11;OUARVILLE;NEUVILLE AUX BOIS;39.044;Wolfgang RICHTER
143149;1;HOUEILLES;POMPOGNE;5.463;Tomasz KRAVCHENKO
186419;21;GRAINVILLE YMAUVILLE;OUAINVILLE;19.3;Thomas ALVAREZ
278572;8;BENEUVRE;PONCEY SUR L IGNON;26.451;John SZABÓ
120752;14;CAZENEUVE;CAUVIGNAC;61.716;Svetlana KLEIN
15088;8;BEAUREPAIRE;BURY;15.52;Vera WOLF
115651;14;MARTAILLY LES BRANCION;OZENAY;3.619;Klaus VARGA
104759;25;VELAUX;SEPTEMES LES VALLONS;18.004;Tatiana SCHULZ
18154;1;SOLLIES PONT;AURONS;91.244;Jean KRAVCHENKO
228007;11;VENETTE;BERNY RIVIERE;26.536;Yvan SMITH
194969;26;MURS;MERINDOL;22.879;Maryia MILLER
140229;16;DOUDRAC;CANCON;13.702;John BONDARENKO
236415;26;VERTAULT;VILLEDIEU;4.638;Pavel FERREIRA
243693;9;VERMANDOVILLERS;GOUY;38.529;Vladymyr NOVIKOVA
43614;6;ROQUEFORT;ST ROMAIN LE NOBLE;17.772;Anna BROWN
299640;29;LE FRASNOIS;SONGESON;4.76;Brigitte SCHÄFER
290013;21;ORIVAL;LANDERROUAT;60.51;Roman NAVARRO
266522;14;NEUVILLE AU BOIS;ALLERY;7.385;Martin HANSEN
166982;3;ST VINCENT DE BARBEYRARGUES;ST JEAN DE CORNIES;10.896;Laura WILLIAMS
82022;4;FAULQUEMONT;BAUDRECOURT;12.896;Marta POPOVA
290741;19;MONTOT;LANTY;114.241;Natalya POPOV
232242;15;CHEVRU;ST SIMEON;7.849;Mario SILVA
45271;12;TORCENAY;CULMONT;2.509;Vasylyi PEREZ
287759;17;TRAMBLY;SAIL LES BAINS;54.066;Mariya BECKER
188013;9;STE MARIE;MAURINES;15.93;Vladimir MOROZOVA
167382;34;ST AMANS VALTORET;LE VINTROU;3.541;Vladymyr ALONSO
235954;17;COMMER;CONTEST;5.793;Yuliya IVANOV
221000;27;ORSENNES;MEASNES;8.934;Mario PETROVA
218628;15;ST GERMAIN DE LIVET;CERNAY;11.418;Serhei VASILEVA
236142;9;LE CHATELARD;TALISSIEU;37.666;Vladimir MEYER
196612;18;LA GUICHE;MARMAGNE;35.436;Andreas WILSON
171303;2;SAUVAGNON;ESPECHEDE;18.669;Mária THOMAS
106209;14;BIEVILLE;THURY HARCOURT LE HOM;28.552;Alexander VARGA
29909;7;THENEZAY;VOUZAILLES;10.399;Ekaterina WAGNER
36992;8;LA CAILLERE ST HILAIRE;ST PAUL EN PAREDS;22.459;Piotr MEIER
175323;14;LE PIAN SUR GARONNE;PREIGNAC;7.426;Anna KRAVCHENKO
59072;8;TOURNON;QUEIGE;13.238;Yuliya THOMAS
134242;8;CAMPIGNY;ST AUBIN D ARQUENAY;37.645;Aleksandra IVANOVA
178878;15;LE FRENEY D OISANS;MONTMELIAN;48.18;Oksana SIMON
171441;14;AURENSAN;ST MONT;5.616;Karin TÓTH
192333;24;SAUVAT;COLLANDRES;18.677;Aleksandra SCHMIDT
94193;17;ST JACQUES DE NEHOU;APPEVILLE;22.854;Andrei SCHMID
215983;21;ST GENEST;SAULZAIS LE POTIER;38.604;Wolfgang FERNANDEZ
221605;20;DUSSAC;JUMILHAC LE GRAND;12.209;Angela FERRARI
76748;12;LA TOUR ST GELIN;CHEZELLES;3.389;Mariya ZIMMERMANN
107352;19;TRIEMBACH AU VAL;ALGOLSHEIM;41.167;Sergey BONDARENKO
82819;35;RIVEL;STE COLOMBE SUR L HERS;4.415;Tomasz JOHANSSON
13981;22;REYRIEUX;CHAMPAGNE AU MONT D OR;15.769;Jan SCHNEIDER
101422;36;SALVIAC;ST CAPRAIS;11.858;Hans WOLF
213319;25;LE GLAIZIL;MONS;130.669;Nikolay PETROVA
66777;8;CHALUS;EYZERAC;30.451;Darya MAGOMEDOV
269240;15;GARS;LES MUJOULS;3.655;Maria GONZALEZ
90133;18;NEZIGNAN L EVEQUE;LASALLE;78.02;Tatiana ROMERO
244262;23;ST REMY EN ROLLAT;BILLEZOIS;15.041;Vladymyr IVANOVA
94869;6;SERIGNAC PEBOUDOU;CAHUZAC;5.532;Hans ZIMMERMANN
168036;12;BOIS HIMONT;LE FAULQ;46.662;Laura RICHTER
196228;2;SIERCK LES BAINS;RETTEL;1.594;Tatiana FERREIRA
69618;8;BAGNOLS EN FORET;LE MUY;12.85;Aleksey HOFFMANN
191434;25;CERDON;BLANCAFORT;16.044;Brigitte SCHÄFER
214761;20;NESLES LA MONTAGNE;ESSISES;4.414;Piotr MARIN
189754;21;MONT LOUIS;TAURINYA;27.035;Vera HANSEN
159130;26;ROUFFIAC DES CORBIERES;VILLENEUVE LES CORBIERES;19.1;Natalya SCHULZ
52826;11;RIEUX VOLVESTRE;LATRAPE;6.853;Eva SCHNEIDER
216612;18;ST CENERI LE GEREI;MONTBIZOT;30.885;Marta BAUER
21676;1;CIVRAC EN MEDOC;ST CHRISTOLY MEDOC;8.422;Claude MILLER
60792;40;AOUSTE;MARQUIGNY;39.39;Thomas SIMON
239475;24;VALDIVIENNE;VERNON;13.314;Aleksandra KRAVCHENKO
299348;16;MOULIN NEUF;LE PIN;44.707;Lyubov MÜLLER
85300;23;CLERMONT LES FERMES;BONCOURT;3.851;Robert FERNANDEZ
61113;28;LA BERTHENOUX;NAZELLES NEGRON;117.436;Jose MORENO
219191;16;ARAUJUZON;VIELLENAVE D ARTHEZ;29.396;Maksim KUZNETSOV
198500;7;FREVILLE;TILLEUX;8.48;Valentyna MEIER
284985;28;CHOUZELOT;BUSY;6.107;Serhei RODRIGUEZ
210046;15;ST GEORGES DE LONGUEPIERRE;GIBOURNE;14.186;Francisco MILLER
45396;14;STE MAXIME;ST TROPEZ;11.288;Nadezhda VASILEVA
205851;1;TREAUVILLE;LES PIEUX;3.052;Piotr COSTA
259317;24;LA BATIE VIEILLE;ROCHEBRUNE;77.368;Alina GARCIA
12919;29;DEUIL LA BARRE;GARGES LES GONESSE;5.712;Natalya MILLER
266381;20;CADILLAC EN FRONSADAIS;BERSON;23.357;Daniel SMIRNOV
282893;12;LE HOUGA;ST PE ST SIMON;34.277;Werner FERRARI
130;10;LA HOUSSAYE BERANGER;FRESNAY LE LONG;2.425;Angela NOVIKOVA
168051;16;AVRECHY;ROCHY CONDE;17.648;Alexander SIMON
226583;6;CASSAIGNE;TAYBOSC;34.471;Elena SCHMID
164213;23;TRINAY;TRELOU SUR MARNE;165.276;Alexander FERRARI
